id,MPD,MTD,0.15,0.3,0.6,1.18,2.36,4.75,9.5,13.2,16,19,Energy1,Energy2,Energy3,Energy4,Energy5,Energy6,Energy7,Energy8,Energy9,Entropy1,Entropy2,Entropy3,Entropy4,Entropy5,Entropy6,Entropy7,Entropy8,Entropy9,BPF,EPP,FCN,DBC-FD,FD,AR,e
20309,0.962327417,0.92036715,0.27076,0.52807,0.18605,0.010392,0.0034941,0.00096934,0.00022543,4.51E-05,0,0,1.99E+07,8.30E+07,1.22E+08,1.44E+08,1.65E+08,1.58E+08,1.34E+08,1.53E+08,1.78E+10,4.7851,5.6856,5.5552,5.6518,5.522,5.6244,5.5716,5.341,5.226,67.829049,13.907859,6439,2.252068768,1.83152311,0.409989,1.16450536
20401,0.959061667,0.893842917,0.2597,0.53669,0.18964,0.0096079,0.0032026,0.00095634,0.00015568,4.45E-05,0,0,2.22E+07,7.55E+07,1.12E+08,1.39E+08,1.55E+08,1.45E+08,1.35E+08,1.13E+08,2.15E+10,4.7763,5.8869,5.8967,5.8352,5.6777,5.7123,5.5668,5.4432,5.5656,68.614815,13.45904,6307,2.173226926,1.726426032,0.405838,1.1617291
20402,0.957252917,0.94570225,0.27018,0.53245,0.18218,0.010265,0.0038683,0.0009941,6.48E-05,0,0,0,2.78E+07,8.58E+07,1.22E+08,1.49E+08,1.66E+08,1.52E+08,1.35E+08,1.08E+08,2.39E+10,5.073,5.8266,6.0062,5.8125,5.4764,5.7387,5.4223,5.519,5.1658,67.44227,14.30108,6963,2.087713577,1.762362166,0.403472,1.16950488
20403,0.88272175,0.9441696,0.27128,0.53187,0.18138,0.010951,0.0034865,0.00098392,4.28E-05,0,0,0,2.83E+07,8.56E+07,1.22E+08,1.50E+08,1.59E+08,1.43E+08,1.27E+08,1.14E+08,2.42E+10,5.0134,5.8088,5.9512,5.7426,5.7669,5.7283,5.6072,5.4954,5.0825,66.78345,14.62306,7004,2.068895345,1.731905601,0.400783,1.16193581
20404,0.979977167,0.930062,0.26893,0.53626,0.17992,0.010144,0.0037473,0.0009476,6.46E-05,0,0,0,2.60E+07,8.55E+07,1.22E+08,1.44E+08,1.56E+08,1.44E+08,1.28E+08,1.08E+08,2.26E+10,4.9102,5.6346,5.9244,5.898,5.7164,5.6669,5.5765,5.3532,5.1745,66.897484,14.661966,6869,2.123998146,1.656731897,0.407035,1.16953385
20405,0.979126667,0.94806875,0.26883,0.53263,0.18363,0.010054,0.0036856,0.0010904,6.54E-05,2.18E-05,0,0,2.72E+07,8.64E+07,1.19E+08,1.49E+08,1.61E+08,1.50E+08,1.43E+08,1.26E+08,2.41E+10,5.0073,5.7162,5.7956,5.4544,5.6354,5.6159,5.5605,5.3692,5.1937,67.55878,14.269317,6404,2.09628894,1.761541192,0.40164,1.1650033
20406,0.885388,0.891380292,0.26734,0.53996,0.17698,0.011024,0.0035956,0.0010335,6.46E-05,0,0,0,2.30E+07,8.10E+07,1.16E+08,1.40E+08,1.50E+08,1.42E+08,1.20E+08,9.82E+07,2.17E+10,4.9536,5.9217,5.815,5.781,5.7352,5.7127,5.4424,5.5003,5.0713,66.892747,14.567091,6689,2.144367191,1.686711209,0.404936,1.17053592
20407,0.87759025,0.828857875,0.27786,0.5255,0.18064,0.011034,0.0039236,0.00095381,8.67E-05,0,0,0,2.14E+07,7.43E+07,1.06E+08,1.29E+08,1.38E+08,1.31E+08,1.17E+08,9.79E+07,1.97E+10,4.9969,5.7128,5.7818,5.822,5.678,5.4667,5.6375,5.5519,5.0746,67.640107,14.69069,6689,2.207206082,1.761461072,0.404042,1.16875064
20408,0.858552,0.841381,0.27659,0.52927,0.17803,0.011154,0.0038844,0.00097652,8.68E-05,0,0,0,2.00E+07,7.00E+07,9.96E+07,1.22E+08,1.28E+08,1.20E+08,1.12E+08,8.59E+07,1.97E+10,4.7987,5.7644,5.8401,5.8362,5.6386,5.6007,5.3451,5.7563,5.4647,67.336692,14.69038,6825,2.201233976,1.754572665,0.40849,1.17416668
20409,0.881332,0.857955433,0.27443,0.5328,0.17672,0.010962,0.0038996,0.0011482,2.17E-05,2.17E-05,0,0,2.62E+07,8.25E+07,1.12E+08,1.32E+08,1.41E+08,1.32E+08,1.11E+08,1.07E+08,2.16E+10,5.0274,5.7774,5.7172,5.714,5.698,5.6553,5.1623,5.327,4.9991,67.0786,15.263238,7087,2.145392663,1.68639086,0.403949,1.17169952
30101,0.953544083,0.849446,0.29581,0.51811,0.17026,0.01036,0.0036097,0.0016642,9.38E-05,7.03E-05,2.34E-05,0,1.10E+07,4.97E+07,8.29E+07,1.07E+08,1.17E+08,1.13E+08,9.51E+07,8.14E+07,6.46E+09,4.2189,5.2738,5.3147,5.3711,5.4005,5.5777,5.6069,5.4828,5.0234,73.528366,13.344054,6226,2.314591291,1.841703197,0.397053,1.16892016
30102,0.97107775,0.93880925,0.29604,0.51346,0.17512,0.0098154,0.0037733,0.0015284,0.00021494,2.39E-05,0,2.39E-05,1.04E+07,4.98E+07,8.62E+07,1.16E+08,1.35E+08,1.33E+08,1.22E+08,8.73E+07,9.89E+09,4.6578,5.4735,5.5361,5.4999,5.3447,5.3296,5.5093,5.4222,4.6539,72.526964,12.995746,5899,2.311591874,1.83381907,0.397098,1.162117
30103,0.931442625,0.90859675,0.29443,0.5203,0.16876,0.011123,0.0036703,0.0015987,0.00011258,0,0,0,1.67E+07,6.57E+07,1.06E+08,1.38E+08,1.57E+08,1.49E+08,1.24E+08,1.09E+08,1.23E+10,4.5801,5.4698,5.43,5.5558,5.385,5.3981,5.1772,5.0795,4.8708,69.917476,14.293448,6533,2.320766711,1.872724414,0.398039,1.15556359
30104,0.964393667,0.91954075,0.29449,0.51616,0.17283,0.010783,0.0040379,0.001583,9.18E-05,0,2.29E-05,0,1.17E+07,5.40E+07,9.60E+07,1.39E+08,1.60E+08,1.57E+08,1.21E+08,8.94E+07,1.38E+10,4.5884,5.4839,5.5378,5.388,5.3654,5.3505,5.5762,5.3989,4.9314,71.672938,12.895496,6208,2.305103131,1.840211855,0.402266,1.15995622
30105,0.9486195,1.0014695,0.30316,0.5198,0.15972,0.011305,0.0043703,0.0015162,0.00013379,0,0,0,2.06E+07,7.76E+07,1.24E+08,1.65E+08,1.88E+08,1.85E+08,1.54E+08,1.10E+08,1.45E+10,4.8778,5.7455,5.6857,5.6087,5.612,5.5263,5.4177,5.2174,5.2153,69.969942,14.670649,6718,2.299400629,1.856397855,0.400611,1.16845727
30106,0.926368917,0.97704925,0.29941,0.52435,0.15912,0.011075,0.0045219,0.0015073,2.18E-05,0,0,0,2.20E+07,8.08E+07,1.26E+08,1.64E+08,1.89E+08,1.69E+08,1.29E+08,1.02E+08,1.40E+10,4.8331,5.6449,5.6486,5.7068,5.3801,5.3045,5.71,5.4509,5.4153,69.296562,15.601442,6940,2.310325913,1.88279003,0.399964,1.15257442
30107,1.5870475,1.4689475,0.28366,0.50993,0.18891,0.011704,0.0036452,0.0018846,0.00024797,2.48E-05,0,0,1.21E+07,5.38E+07,9.49E+07,1.38E+08,1.75E+08,2.02E+08,1.91E+08,1.38E+08,1.23E+10,4.5551,5.4477,5.5744,5.6306,5.5044,5.5104,5.1761,5.2079,5.0017,77.56862,11.297636,5498,2.318061603,1.817010721,0.400904,1.15842867
30108,1.553145,1.4603425,0.29253,0.50981,0.18144,0.010724,0.003181,0.0020484,0.00026509,0,0,0,1.78E+07,6.86E+07,1.09E+08,1.46E+08,1.88E+08,1.99E+08,1.71E+08,1.25E+08,1.11E+10,4.7271,5.6077,5.3932,5.3961,5.0979,5.5262,5.421,5.4589,4.8043,75.853803,12.441844,5732,2.321277067,1.826244908,0.399774,1.17692649
30109,1.037206,1.05752525,0.29621,0.51227,0.17478,0.010758,0.0037147,0.0020503,0.00021709,0,0,0,2.21E+07,7.80E+07,1.23E+08,1.66E+08,2.12E+08,2.13E+08,2.01E+08,1.42E+08,1.33E+10,4.9696,5.6484,5.7759,5.547,5.5624,5.5467,5.3204,5.3131,4.7907,74.880998,13.113794,5837,2.304236667,1.813310029,0.400618,1.158252
30201,1.349755,1.3941475,0.29348,0.49789,0.18879,0.013013,0.0042131,0.0022132,0.00029332,5.33E-05,5.33E-05,0,9.55E+05,9.27E+06,2.43E+07,4.22E+07,6.18E+07,7.63E+07,8.23E+07,6.26E+07,6.66E+09,3.0435,4.9808,4.8499,4.871,4.8984,5.1417,5.1509,5.2326,4.539,80.948533,7.817442,4599,2.295893805,1.734206208,0.407019,1.15018773
30202,1.3138375,1.3608325,0.28979,0.49526,0.19665,0.011928,0.0037103,0.0021437,0.00038477,5.50E-05,8.25E-05,0,1.24E+06,1.09E+07,2.59E+07,4.17E+07,5.87E+07,7.60E+07,7.79E+07,5.86E+07,5.05E+09,3.5285,4.7397,5.0741,5.1121,5.2693,5.3763,5.3444,5.3209,5.0716,81.436264,7.786287,4373,2.290049295,1.703879698,0.403429,1.13986206
30203,1.337435,1.377465,0.29633,0.49358,0.19068,0.012848,0.0038892,0.0021994,0.00037551,8.05E-05,2.68E-05,0,1.32E+06,1.07E+07,2.52E+07,4.14E+07,5.97E+07,8.39E+07,7.57E+07,6.09E+07,5.30E+09,3.4455,4.8682,5.1699,5.1621,5.022,5.3574,5.1774,5.0957,4.1324,81.923434,8.09924,4571,2.297771256,1.724244344,0.402322,1.14531231
30204,1.326405,1.371885,0.29487,0.49828,0.18805,0.01216,0.0040444,0.0021676,0.00029077,0.00013217,0,0,1.70E+06,1.32E+07,2.93E+07,4.32E+07,5.78E+07,7.07E+07,6.55E+07,4.67E+07,5.08E+09,3.5929,4.938,5.2756,5.2816,5.3132,5.2913,5.4258,5.2004,4.5207,80.116759,9.03729,5278,2.295964115,1.741795765,0.407257,1.15209424
30205,1.4987475,1.458551,0.28713,0.49634,0.19792,0.012297,0.0037544,0.0020676,0.00035367,8.16E-05,5.44E-05,0,1.51E+06,1.25E+07,3.12E+07,5.48E+07,8.10E+07,1.13E+08,1.03E+08,8.17E+07,8.91E+09,3.5812,5.0484,5.2159,4.9488,5.2005,5.2111,5.3821,5.2295,4.6421,81.961108,7.396056,4201,2.293489865,1.700025013,0.407362,1.14124131
30206,1.4666725,1.4639475,0.2897,0.49502,0.19602,0.012939,0.0037727,0.0021786,0.00029225,2.66E-05,5.31E-05,0,1.51E+06,1.31E+07,3.34E+07,5.57E+07,8.57E+07,1.13E+08,1.12E+08,7.31E+07,8.19E+09,3.5029,4.9102,5.2832,5.2213,5.3739,5.4304,5.3345,5.3722,4.7293,81.221461,7.538366,4352,2.299457777,1.726245785,0.403855,1.13575327
30207,1.5737825,1.452715,0.27858,0.49842,0.20455,0.011902,0.0039675,0.0022042,0.00022042,0.00013776,2.76E-05,0,1.31E+06,1.26E+07,3.24E+07,5.42E+07,7.86E+07,1.01E+08,1.01E+08,8.66E+07,6.48E+09,3.6703,4.8472,5.2384,5.2494,5.2184,5.2468,5.3498,5.2614,4.8506,81.943416,7.51415,4201,2.293034432,1.699345742,0.400709,1.14289808
30208,1.6006175,1.467235,0.28263,0.49583,0.20289,0.012657,0.0034171,0.0018589,0.00062874,8.20E-05,0,0,1.54E+06,1.29E+07,3.15E+07,5.21E+07,7.53E+07,9.62E+07,1.03E+08,8.64E+07,5.86E+09,3.3281,4.9271,5.1435,5.1599,4.929,5.328,5.2556,5.37,4.709,81.462354,7.546787,4206,2.292156516,1.704230738,0.401908,1.15357077
30209,1.3827675,1.388795,0.28687,0.49205,0.20089,0.013671,0.0039816,0.001949,0.00047334,8.35E-05,0,2.78E-05,1.12E+06,1.01E+07,2.53E+07,4.49E+07,6.61E+07,8.77E+07,9.82E+07,6.38E+07,5.41E+09,3.2405,4.7908,5.1579,4.9944,5.0354,4.7582,5.3052,5.1309,4.6102,82.148964,7.110446,3822,2.290782278,1.697062224,0.397969,1.1423521
30301,1.3982225,1.4049375,0.29002,0.49187,0.19954,0.013027,0.0027854,0.0021383,0.0003939,0.00014068,5.63E-05,2.81E-05,1.01E+06,9.78E+06,2.46E+07,4.15E+07,6.37E+07,9.45E+07,8.78E+07,7.48E+07,5.16E+09,3.2612,4.5282,5.0358,5.0319,5.1849,5.1821,5.4781,5.4025,4.6734,82.07634,6.782549,3723,2.276557977,1.660235022,0.41686,1.14844513
30302,1.34525,1.3871985,0.28981,0.49432,0.19725,0.012843,0.0031687,0.0019629,0.00044867,0.00011217,5.61E-05,2.80E-05,1.56E+06,1.21E+07,2.48E+07,3.82E+07,5.77E+07,8.26E+07,8.83E+07,7.13E+07,4.51E+09,3.8227,5.0347,5.136,5.1206,5.0822,5.1551,5.2601,5.3081,4.6225,81.843482,7.877867,3706,2.275519611,1.664485667,0.411293,1.1434257
30303,1.4734135,1.42798,0.29106,0.49497,0.1944,0.013833,0.0036833,0.0014058,0.00042175,0.00011247,2.81E-05,8.44E-05,1.25E+06,1.08E+07,2.58E+07,4.47E+07,6.85E+07,8.93E+07,9.03E+07,8.21E+07,6.29E+09,3.3758,5.0796,5.1864,4.9504,5.0038,5.2075,4.7749,5.1567,4.6897,81.17563,7.396768,3650,2.277285081,1.686891149,0.423723,1.14275563
30304,1.3409425,1.3743325,0.29783,0.49182,0.1912,0.01226,0.0039873,0.0024955,0.00029837,0.0001085,0,0,2.21E+06,1.53E+07,3.05E+07,4.56E+07,6.32E+07,9.05E+07,8.40E+07,6.24E+07,5.30E+09,3.4382,4.9395,5.4842,5.2931,5.2448,4.8482,5.2343,5.3459,4.7475,80.707402,8.935198,4716,2.285202837,1.70808553,0.41052,1.14442456
30305,1.31784,1.3843725,0.29312,0.49756,0.19157,0.011734,0.0035501,0.001897,0.0003794,0.0001355,5.42E-05,0,1.84E+06,1.36E+07,2.68E+07,3.80E+07,5.05E+07,6.16E+07,5.76E+07,4.59E+07,4.17E+09,3.6247,5.0626,5.1434,5.0185,5.2141,5.5007,5.362,5.4485,5.2394,80.120075,9.329044,4641,2.283118864,1.717736054,0.403554,1.14701951
30306,1.3758825,1.434635,0.30255,0.49512,0.18339,0.011947,0.004575,0.0019607,0.00031372,0.00010457,2.61E-05,0,2.03E+06,1.53E+07,3.09E+07,4.57E+07,6.10E+07,7.30E+07,6.69E+07,5.88E+07,5.98E+09,4.1349,5.0062,5.4149,5.2359,5.5156,5.0224,5.4832,5.312,4.641,78.555625,9.733198,5207,2.286988507,1.745611614,0.408138,1.15084696
30307,1.5300125,1.45239,0.2874,0.48962,0.2046,0.012271,0.003437,0.0019315,0.00059651,0.00011362,2.84E-05,0,1.84E+06,1.39E+07,2.87E+07,4.42E+07,6.54E+07,8.91E+07,9.91E+07,7.90E+07,4.80E+09,3.75,4.8582,5.0291,5.185,5.0315,5.3831,5.3182,5.0319,4.613,81.705602,7.895159,3672,2.277571942,1.654172496,0.404652,1.1479485
30308,1.3286025,1.3745775,0.28092,0.50153,0.19959,0.011483,0.0037827,0.0022426,0.00037827,8.11E-05,0,0,1.64E+06,1.28E+07,2.77E+07,4.32E+07,6.27E+07,9.00E+07,8.51E+07,6.72E+07,4.74E+09,3.4918,4.9464,4.9995,5.014,4.867,5.0301,5.2022,5.2308,4.4987,82.382188,8.012726,4073,2.294004467,1.691782499,0.39792,1.13935196
30309,1.3631125,1.3975025,0.28471,0.49776,0.1992,0.012036,0.0037647,0.001951,0.00041219,0.00016488,0,0,1.84E+06,1.40E+07,3.00E+07,4.74E+07,6.92E+07,9.02E+07,9.02E+07,7.20E+07,5.04E+09,3.5653,4.8526,4.8062,5.0315,5.0982,5.4003,5.0264,5.2598,4.7651,84.08457,8.086977,3848,2.286847987,1.674667647,0.404185,1.14593232
30401,1.382,1.438095,0.31232,0.50305,0.16553,0.01248,0.0048481,0.001632,9.60E-05,0,0,4.80E-05,1.47E+06,1.25E+07,2.84E+07,4.47E+07,5.79E+07,6.44E+07,6.64E+07,5.40E+07,6.69E+09,3.861,5.1839,5.3504,4.9866,4.6098,4.9025,4.9947,5.165,4.6373,73.236035,10.618897,6268,2.271628182,1.774172183,0.392498,1.15341163
30402,1.399695,1.38028,0.30886,0.50175,0.17213,0.011117,0.0036618,0.0019495,0.00042151,5.27E-05,2.63E-05,2.63E-05,2.62E+06,1.74E+07,3.24E+07,4.33E+07,5.38E+07,6.51E+07,6.06E+07,5.79E+07,5.01E+09,3.8875,5.0554,5.2564,5.1083,5.3696,5.128,5.4582,5.4456,4.1327,76.743224,10.953102,5388,2.270920844,1.725598453,0.410023,1.13950717
30403,1.53572,1.4326325,0.30666,0.49212,0.18169,0.012484,0.0042863,0.0023843,0.0002679,0.00010716,0,0,2.91E+06,1.94E+07,3.66E+07,5.57E+07,7.87E+07,1.10E+08,9.47E+07,8.77E+07,5.71E+09,3.9508,5.118,5.3073,5.2578,5.4753,5.5287,5.3921,5.2259,4.7061,81.476429,9.536206,4797,2.288137966,1.715837442,0.416704,1.14900517
30404,1.4050175,1.43884,0.31644,0.49955,0.16484,0.012554,0.0044203,0.0018186,0.00025259,0.00012629,0,0,2.59E+06,1.78E+07,3.43E+07,4.89E+07,5.88E+07,6.97E+07,7.30E+07,5.74E+07,5.28E+09,3.7908,5.1131,5.4384,5.3716,5.1312,5.0955,5.3937,5.176,4.6606,75.292725,10.966109,5942,2.272994577,1.746507247,0.41151,1.15223169
30405,1.4048575,1.3861575,0.30856,0.49866,0.17453,0.012125,0.0036507,0.0019818,0.00036507,0.00013038,0,0,2.49E+06,1.73E+07,3.30E+07,4.66E+07,5.95E+07,7.21E+07,6.52E+07,5.36E+07,5.09E+09,4.0334,5.1541,5.3029,5.437,5.3614,5.2694,5.4193,5.2031,5.2297,76.911662,10.588604,5243,2.277334854,1.728603985,0.402437,1.15410745
30406,1.3897675,1.384505,0.30559,0.50188,0.17443,0.011831,0.0039436,0.001802,0.00036563,0.00013058,2.61E-05,0,2.53E+06,1.74E+07,3.28E+07,4.67E+07,5.91E+07,7.20E+07,6.49E+07,5.21E+07,5.08E+09,3.5774,5.0703,5.3117,5.3723,5.2729,5.2425,5.4226,5.2919,5.2166,77.07836,10.584276,5238,2.275153182,1.73497825,0.404454,1.15206015
30407,1.6406475,1.4906225,0.30647,0.48721,0.18442,0.014531,0.0044294,0.0025388,0.00027009,0.00013504,0,0,4.62E+06,2.64E+07,5.09E+07,8.10E+07,1.17E+08,1.70E+08,1.57E+08,1.09E+08,6.87E+09,4.0863,5.0868,5.272,5.3425,5.1225,5.1119,5.1806,5.1391,4.6351,83.308797,8.780128,4475,2.292693045,1.714058337,0.420977,1.15695059
30408,1.5091625,1.42918,0.30036,0.49,0.19077,0.012718,0.0035708,0.0020052,0.00043949,8.24E-05,2.75E-05,2.75E-05,2.63E+06,1.79E+07,3.49E+07,5.36E+07,7.74E+07,1.08E+08,9.98E+07,7.39E+07,5.80E+09,3.8538,5.1123,5.4089,5.1706,5.3722,5.3739,5.173,5.3849,5.0567,81.433662,8.86264,4278,2.288060495,1.705621472,0.400516,1.14567149
30409,1.6463175,1.5030025,0.29756,0.49503,0.18855,0.012451,0.0040679,0.0017866,0.00035732,0.00010994,8.25E-05,0,2.50E+06,1.69E+07,3.43E+07,5.44E+07,7.81E+07,1.05E+08,1.06E+08,1.03E+08,6.45E+09,3.5549,5.0635,5.3602,5.2518,5.3027,5.1547,5.0447,4.8412,4.7361,79.4976,8.844259,4425,2.282399262,1.706263225,0.401668,1.14720631
40101,1.2818,1.3810425,0.28203,0.50939,0.19074,0.011865,0.0042933,0.0015333,0.00011795,2.36E-05,0,0,2.12E+05,2.95E+06,9.68E+06,1.95E+07,2.99E+07,3.67E+07,3.51E+07,2.97E+07,3.61E+09,3.9168,4.7298,5.1285,5.0397,5.2055,5.1541,5.1337,5.0287,4.3177,76.93586,7.674079,5351,2.325145942,1.814337647,0.390265,1.15418935
40102,0.978444333,0.803817,0.27979,0.51938,0.1829,0.012051,0.0044385,0.0013798,6.90E-05,0,0,0,3.84E+05,4.88E+06,1.43E+07,2.55E+07,3.52E+07,4.30E+07,4.06E+07,3.36E+07,5.01E+09,3.8399,4.905,5.2678,5.1872,5.3289,5.3902,5.2302,5.2306,4.852,75.289186,8.655965,5698,2.329235206,1.842408286,0.405744,1.15402508
40103,0.97888075,0.853698625,0.28343,0.51305,0.18704,0.010911,0.0038537,0.0015786,0.00013929,0,0,0,4.52E+05,5.90E+06,1.78E+07,3.16E+07,4.47E+07,5.57E+07,5.13E+07,4.25E+07,7.34E+09,3.7485,5.248,5.5118,5.439,5.4835,5.2208,5.141,5.0917,4.5035,76.623798,8.517474,5597,2.330968369,1.840002512,0.406048,1.15660286
40104,1.12322325,1.19556325,0.2827,0.51187,0.18826,0.011002,0.0046054,0.0014886,2.33E-05,2.33E-05,2.33E-05,0,2.97E+05,4.22E+06,1.37E+07,2.57E+07,3.83E+07,4.88E+07,4.55E+07,3.68E+07,6.73E+09,4.0923,5.1209,5.4197,5.1532,5.4731,5.2836,5.2894,5.2095,4.2134,76.632103,7.934854,5648,2.329819816,1.833150286,0.394507,1.15339947
40105,1.000642,0.80110425,0.28302,0.51569,0.1842,0.011373,0.0043101,0.0013088,9.03E-05,0,0,0,3.96E+05,5.01E+06,1.41E+07,2.51E+07,3.45E+07,4.13E+07,3.74E+07,3.45E+07,6.67E+09,4.0739,5.0187,5.2207,5.3845,5.3806,5.3774,5.2472,5.3118,4.4426,75.223857,8.877401,5855,2.333462665,1.846559355,0.397016,1.15595961
40106,1.281585,1.3770525,0.28489,0.50972,0.18793,0.01141,0.0043709,0.0015873,9.20E-05,0,0,0,3.07E+05,4.29E+06,1.37E+07,2.60E+07,3.94E+07,4.90E+07,4.81E+07,3.69E+07,6.89E+09,3.6093,4.3313,5.5951,5.3967,5.3592,5.4091,5.0619,5.2287,4.2594,76.110195,8.128608,5436,2.328220024,1.831666745,0.399573,1.15284479
40107,0.94532325,0.88299825,0.28696,0.51261,0.18295,0.011127,0.0045899,0.0016691,9.27E-05,0,0,0,3.08E+05,4.33E+06,1.42E+07,2.85E+07,4.51E+07,5.40E+07,5.04E+07,4.76E+07,7.63E+09,3.8275,4.631,5.4046,5.3953,5.156,5.2051,5.0056,4.8073,4.1815,76.241531,7.970784,5504,2.324959402,1.827285053,0.414784,1.15219617
40108,0.932192,0.816322,0.28286,0.51603,0.1837,0.011764,0.0041641,0.001388,6.83E-05,2.28E-05,0,0,3.84E+05,5.08E+06,1.52E+07,2.69E+07,3.98E+07,5.16E+07,4.87E+07,3.99E+07,6.99E+09,3.759,4.8655,5.4564,5.4048,5.3093,5.1837,5.1654,5.109,4.267,75.316032,8.652708,5897,2.328267205,1.831687934,0.396472,1.15128946
40109,0.9299055,0.832762067,0.27188,0.52606,0.18569,0.011147,0.0036085,0.001494,0.00011492,0,0,0,3.73E+05,5.03E+06,1.52E+07,2.73E+07,4.09E+07,5.05E+07,5.00E+07,3.83E+07,8.32E+09,4.0557,4.7776,5.1665,5.1387,5.2949,5.1934,5.1584,5.0036,4.5668,74.271207,8.547643,5695,2.327155383,1.829930549,0.399526,1.15074384
40201,1.276986,1.373865,0.28422,0.50877,0.18936,0.011831,0.004321,0.0013864,6.93E-05,4.62E-05,0,0,2.19E+05,3.53E+06,1.43E+07,2.96E+07,4.30E+07,5.01E+07,5.02E+07,4.37E+07,1.17E+10,4.2686,5.4676,5.3055,4.7564,5.1902,5.1029,4.9401,4.98,4.2679,75.691605,7.576945,5615,2.320273879,1.838720318,0.414494,1.14850044
40202,1.25459375,1.3731175,0.27909,0.51055,0.19379,0.01077,0.0043826,0.0012355,0.00013987,4.66E-05,0,0,2.55E+05,4.00E+06,1.50E+07,3.03E+07,4.42E+07,5.44E+07,5.21E+07,4.56E+07,1.27E+10,4.0352,5.2644,5.5737,5.3159,5.3362,5.4635,5.3788,4.7465,4.4882,76.169596,7.587379,5612,2.317523849,1.839230031,0.402915,1.15080178
40203,0.92733325,0.836004375,0.28482,0.51436,0.18413,0.011435,0.0036681,0.0015397,4.53E-05,0,0,0,2.72E+05,4.32E+06,1.59E+07,3.13E+07,4.53E+07,4.88E+07,4.79E+07,4.04E+07,1.13E+10,3.894,5.2633,5.0702,5.2938,5.3037,4.7994,5.0422,4.951,4.257,74.22569,8.19455,6092,2.324526549,1.859040762,0.415082,1.15452182
40204,1.2757575,1.3905325,0.285,0.50648,0.19032,0.01208,0.004709,0.0013877,0,2.27E-05,0,0,1.30E+05,2.23E+06,1.04E+07,2.36E+07,3.66E+07,4.64E+07,3.77E+07,2.90E+07,1.20E+10,3.9547,5.2578,5.4148,5.1252,5.4046,5.205,5.1448,5.1987,4.4738,75.352731,7.250685,5681,2.322436148,1.841928734,0.377236,1.14108288
40205,0.90007,0.846945104,0.27675,0.52342,0.18374,0.010725,0.0039361,0.0014374,0,0,0,0,3.50E+05,4.77E+06,1.46E+07,2.57E+07,3.46E+07,4.18E+07,3.92E+07,2.98E+07,7.41E+09,4.1004,5.3344,5.3364,5.4459,5.4831,5.3487,4.8819,5.016,4.6798,73.521323,9.416823,6309,2.336672426,1.864543116,0.378632,1.15243411
40206,0.988945583,0.781241417,0.27635,0.52175,0.18451,0.01212,0.0040248,0.0011306,9.04E-05,2.26E-05,0,0,3.86E+05,5.18E+06,1.54E+07,2.72E+07,3.76E+07,4.44E+07,3.44E+07,3.32E+07,7.07E+09,4.0824,5.1205,5.5469,5.3373,5.2601,4.9807,5.3758,5.2177,4.5029,72.998084,8.867857,5952,2.32359497,1.842242355,0.401328,1.15052915
