id,MPD,MTD,0.15,0.3,0.6,1.18,2.36,4.75,9.5,13.2,16,19,Energy1,Energy2,Energy3,Energy4,Energy5,Energy6,Energy7,Energy8,Energy9,Entropy1,Entropy2,Entropy3,Entropy4,Entropy5,Entropy6,Entropy7,Entropy8,Entropy9,BPF,EPP,FCN,DBC-FD,FD,AR,e
40207,0.9044895,0.786665067,0.27377,0.5271,0.18358,0.010433,0.0037228,0.0013598,2.23E-05,2.23E-05,0,0,3.05E+05,4.09E+06,1.18E+07,2.08E+07,2.81E+07,3.57E+07,3.14E+07,2.34E+07,6.12E+09,4.3536,5.0744,5.182,5.3678,5.2712,5.2039,5.188,5.1522,4.7207,72.488447,9.397534,6311,2.325275471,1.847660356,0.367874,1.15977752
40208,0.992331,0.812153417,0.27471,0.51422,0.19369,0.012004,0.0034532,0.0017618,0.00016444,0,0,0,1.71E+05,2.77E+06,1.11E+07,2.30E+07,3.60E+07,3.89E+07,3.93E+07,3.24E+07,9.78E+09,4.1238,5.1008,5.0231,5.1058,5.3001,5.2123,5.2957,4.8532,4.5813,75.18131,7.333632,5314,2.315331144,1.813347783,0.387449,1.14655089
40209,1.15170025,1.14770925,0.28127,0.51196,0.18936,0.011928,0.0040452,0.0012945,0.00013869,0,0,0,2.66E+05,3.80E+06,1.22E+07,2.34E+07,3.41E+07,4.30E+07,3.97E+07,3.18E+07,6.64E+09,3.8771,4.7134,5.479,5.2142,5.37,5.1788,4.9293,4.9122,4.2747,74.735981,8.25975,5651,2.326802296,1.832647726,0.388488,1.15186906
40301,0.86770825,0.806878375,0.27983,0.52726,0.17572,0.011679,0.0041974,0.0013049,0,0,0,0,2.64E+05,3.46E+06,1.00E+07,1.72E+07,2.34E+07,2.57E+07,2.53E+07,2.37E+07,3.09E+09,3.6428,4.9879,5.0236,4.8926,4.647,4.9033,5.0521,4.7308,4.535,72.585076,10.357053,6929,2.346798122,1.895001438,0.355351,1.16019166
40302,1.018426,0.8180725,0.28062,0.51438,0.18792,0.011351,0.0042311,0.0013876,0.00011374,0,0,0,2.12E+05,3.38E+06,1.25E+07,2.45E+07,3.59E+07,4.30E+07,4.98E+07,3.51E+07,7.48E+09,4.0792,5.2127,5.3577,5.4048,5.4903,5.3996,4.8539,4.9384,4.6299,74.607942,7.986716,6018,2.332668698,1.857230701,0.377257,1.15390456
40303,0.963526583,0.798338375,0.27485,0.52585,0.18271,0.011341,0.0039639,0.0012112,6.61E-05,0,0,0,3.33E+05,4.42E+06,1.31E+07,2.31E+07,3.20E+07,3.55E+07,3.38E+07,2.52E+07,5.51E+09,2.8947,4.9924,5.2308,5.1102,4.8538,4.864,4.9833,5.0317,4.688,71.346991,9.614952,6775,2.336367414,1.868145593,0.3603,1.14666259
40304,1.023733333,0.7706905,0.27802,0.51958,0.18547,0.011586,0.0039968,0.001235,6.74E-05,4.49E-05,0,0,2.24E+05,3.20E+06,9.84E+06,1.78E+07,2.60E+07,3.14E+07,3.13E+07,2.54E+07,3.98E+09,4.147,4.9386,5.4652,5.5185,5.1766,5.0208,5.1778,4.9694,4.8558,74.069353,8.939304,6401,2.335745444,1.860001308,0.354979,1.15364492
40305,0.9670605,0.80750525,0.27598,0.52396,0.1834,0.0114,0.0042391,0.00094447,4.39E-05,0,2.20E-05,0,3.39E+05,4.38E+06,1.23E+07,2.12E+07,2.80E+07,3.26E+07,2.76E+07,2.47E+07,4.27E+09,3.9981,5.1641,5.5115,5.5083,5.3297,5.3089,5.3372,5.0382,5.0356,72.177288,9.787761,6747,2.339148299,1.874394232,0.365299,1.15559709
40306,1.098146333,0.78799325,0.27833,0.52173,0.1831,0.01104,0.0045524,0.0011381,0.00011381,0,0,0,2.87E+05,3.86E+06,1.13E+07,2.09E+07,2.95E+07,3.51E+07,3.56E+07,2.57E+07,4.41E+09,4.2097,5.0289,5.3272,5.0364,5.3014,5.4264,5.2206,4.9133,4.564,73.820078,9.095149,6110,2.333836935,1.858194621,0.367903,1.16122341
40307,0.99899175,0.8025635,0.28364,0.5172,0.18179,0.011561,0.0044551,0.001292,6.68E-05,0,0,0,3.26E+05,4.42E+06,1.34E+07,2.39E+07,3.44E+07,3.99E+07,3.61E+07,3.45E+07,6.83E+09,3.9887,5.0813,5.1019,5.1985,4.9589,5.2479,4.9745,4.8441,3.7698,73.460626,9.128145,6399,2.336334433,1.864108277,0.367784,1.16228652
40308,0.954288833,0.78867,0.28043,0.51642,0.18584,0.011755,0.004077,0.001427,4.53E-05,0,0,0,3.41E+05,4.42E+06,1.23E+07,2.17E+07,3.14E+07,3.61E+07,2.99E+07,2.87E+07,5.60E+09,3.5138,4.7475,5.3377,5.2747,5.196,5.2478,5.1087,4.9241,4.4244,73.231389,9.346713,6358,2.331382126,1.861595164,0.379579,1.14821601
40309,1.043527833,0.779189875,0.28323,0.52016,0.18034,0.011199,0.0036658,0.0012741,0.00011176,2.24E-05,0,0,2.60E+05,3.74E+06,1.16E+07,2.08E+07,3.03E+07,3.33E+07,3.29E+07,2.34E+07,6.23E+09,4.1287,4.9755,4.9376,4.9164,4.9809,4.8667,5.2589,5.0173,4.3742,73.005666,9.026193,6367,2.330538008,1.853467122,0.370518,1.1544987
40401,1.00783925,0.7923485,0.28491,0.51778,0.18052,0.011224,0.0044242,0.0010897,4.36E-05,0,0,0,2.19E+05,3.00E+06,9.23E+06,1.61E+07,2.26E+07,2.75E+07,2.44E+07,1.63E+07,3.05E+09,3.9247,5.0211,4.8984,4.9885,5.1414,5,5.0575,5.2077,4.6791,73.002381,9.835209,6999,2.345586174,1.894714615,0.343881,1.17283773
40402,0.92548675,0.78043875,0.28166,0.5191,0.18191,0.012205,0.003945,0.0011552,2.18E-05,0,0,0,1.57E+05,2.33E+06,8.05E+06,1.49E+07,2.25E+07,2.66E+07,2.49E+07,1.94E+07,3.52E+09,3.8963,5.083,5.1789,5.486,5.2152,5.2828,5.235,5.1022,4.3939,73.30149,8.926194,6623,2.341940303,1.888351319,0.352899,1.15840101
40403,0.87585925,0.813347875,0.28495,0.52558,0.17232,0.011917,0.0041786,0.0010233,2.13E-05,0,0,0,2.36E+05,3.13E+06,9.01E+06,1.54E+07,2.07E+07,2.52E+07,2.20E+07,1.83E+07,2.95E+09,3.5783,4.6245,4.9418,5.0679,4.9081,4.7597,4.7113,4.7249,4.3197,72.178742,10.363994,7387,2.34622815,1.90124361,0.334043,1.16726112
40404,0.990295417,0.79544175,0.28135,0.51932,0.18234,0.011211,0.004305,0.001435,4.48E-05,0,0,0,2.62E+05,3.63E+06,1.18E+07,2.06E+07,3.12E+07,3.61E+07,3.54E+07,3.09E+07,5.08E+09,4.0102,5.1354,4.7192,5.2696,5.3373,5.1348,5.3039,5.0326,4.5842,73.484136,8.757207,6267,2.325332309,1.848325451,0.35949,1.14556861
40405,0.975871833,0.782355292,0.27519,0.52279,0.18495,0.01185,0.0040018,0.0011338,6.67E-05,2.22E-05,0,0,1.56E+05,2.30E+06,7.90E+06,1.53E+07,2.23E+07,2.82E+07,2.69E+07,1.84E+07,4.26E+09,3.6893,4.9006,5.0823,4.7958,5.0309,4.6925,5.0008,5.0993,4.888,73.715809,8.690686,6418,2.336104391,1.865279488,0.335375,1.1510458
40406,1.006260917,0.7948365,0.28272,0.51531,0.18447,0.011488,0.0044764,0.0014388,9.14E-05,0,0,0,2.27E+05,3.13E+06,9.58E+06,1.79E+07,2.77E+07,3.49E+07,3.23E+07,2.80E+07,4.67E+09,3.9711,4.9504,5.13,4.827,4.9001,5.0384,5.2434,4.9702,4.2668,74.1451,8.622698,6186,2.32709302,1.844877915,0.364618,1.16126418
40407,0.90783875,0.840073438,0.28269,0.5218,0.17855,0.01201,0.0038634,0.00099344,6.62E-05,0,2.21E-05,0,2.54E+05,3.84E+06,1.30E+07,2.47E+07,3.75E+07,4.15E+07,3.87E+07,4.26E+07,8.29E+09,3.902,5.2107,5.5175,4.763,4.6053,5.1554,4.625,4.6255,3.9528,72.33122,8.781111,6714,2.324654035,1.863496662,0.342703,1.15475488
40408,0.962653083,0.800977,0.27924,0.51904,0.18475,0.011064,0.0044669,0.0013286,9.16E-05,2.29E-05,0,0,1.85E+05,2.84E+06,9.69E+06,2.03E+07,3.20E+07,4.15E+07,4.30E+07,3.92E+07,6.60E+09,3.5017,4.8695,4.9374,5.0224,4.7911,5.1996,4.6415,4.5274,3.8106,74.287896,8.030024,6057,2.326014675,1.843374565,0.32011,1.16385257
40409,1.015540833,0.78508575,0.27765,0.52092,0.18507,0.011105,0.0038981,0.0012465,0.00011332,0,0,0,2.05E+05,3.02E+06,9.97E+06,1.88E+07,2.92E+07,3.84E+07,3.84E+07,3.64E+07,4.57E+09,3.3813,4.9037,4.7652,5.0152,4.7673,5.172,4.7298,4.5384,4.3849,73.652844,8.707305,6201,2.328924329,1.844332599,0.325717,1.16030824
50101,1.0352,0.83946,0.26904,0.5294,0.18647,0.0098401,0.0040255,0.0011406,6.71E-05,0,2.24E-05,0,3.23E+05,4.96E+06,1.74E+07,3.36E+07,4.51E+07,5.43E+07,5.66E+07,4.94E+07,8.62E+09,4.2745,5.1912,5.1821,5.1293,5.0309,4.8474,5.1009,4.9729,4.3833,72.916656,8.618061,6440,2.332954222,1.860665441,0.344148,1.15809679
50102,0.68084,0.77535,0.26623,0.53257,0.18526,0.011115,0.0038135,0.00095337,6.50E-05,0,0,0,3.21E+05,5.07E+06,1.77E+07,3.36E+07,4.88E+07,5.58E+07,5.09E+07,4.56E+07,8.33E+09,4.1541,5.014,5.4906,5.5086,5.2505,5.1645,5.0679,4.894,4.3663,71.513233,8.95522,6725,2.340633082,1.876663675,0.325873,1.15645516
50103,0.91284,0.80841,0.27165,0.52969,0.18252,0.010951,0.004101,0.0010253,4.36E-05,2.18E-05,0,0,3.08E+05,4.83E+06,1.72E+07,3.33E+07,4.52E+07,5.05E+07,4.80E+07,3.91E+07,7.48E+09,4.338,5.261,5.1623,5.1875,4.994,4.9612,5.1024,4.5554,4.0611,73.103774,8.938634,6281,2.33754135,1.858941265,0.32368,1.15751302
50104,0.97776,0.75398,0.27652,0.52588,0.18191,0.01026,0.0041343,0.0012771,2.16E-05,0,0,0,2.44E+05,3.75E+06,1.32E+07,2.51E+07,3.66E+07,4.06E+07,3.89E+07,3.01E+07,6.97E+09,4.248,5.1614,5.2467,5.3187,5.1431,5.4343,4.8051,5.1919,4.3836,72.643451,9.000314,6584,2.343783914,1.869061689,0.323208,1.16267085
50105,0.68814,0.78228,0.27894,0.52726,0.17835,0.010627,0.0037681,0.0010373,2.12E-05,0,0,0,2.77E+05,4.36E+06,1.55E+07,2.83E+07,4.06E+07,4.59E+07,4.06E+07,2.95E+07,8.00E+09,4.3522,5.3732,5.5218,5.4941,5.2373,4.879,4.998,5.2443,4.6065,72.032632,9.207082,6740,2.34075444,1.882385491,0.329495,1.15349162
50106,0.9542,0.7889,0.2733,0.53008,0.18047,0.010379,0.0046296,0.0011197,2.15E-05,0,0,0,2.95E+05,4.43E+06,1.47E+07,2.68E+07,3.77E+07,4.30E+07,3.58E+07,2.99E+07,6.82E+09,3.9313,5.0181,5.357,5.4859,5.4389,5.2898,5.3626,5.1851,4.1894,72.565214,9.359936,6629,2.342357308,1.869150006,0.338759,1.15739274
50107,1.008,0.77591,0.27324,0.53112,0.17974,0.010727,0.0040227,0.0010814,6.49E-05,0,0,0,3.12E+05,4.54E+06,1.47E+07,2.71E+07,3.90E+07,4.28E+07,3.67E+07,3.49E+07,6.42E+09,4.0988,5.0737,5.212,5.2188,4.9464,4.5992,4.931,4.824,4.3569,71.639435,9.555479,6949,2.341355132,1.875055384,0.325388,1.16652036
50108,0.71722,0.77659,0.27326,0.52746,0.18399,0.010346,0.0038932,0.00098944,4.30E-05,0,2.15E-05,0,3.87E+05,5.08E+06,1.52E+07,2.66E+07,3.58E+07,3.82E+07,3.30E+07,2.41E+07,5.02E+09,3.5264,5.1457,5.1589,5.3558,5.3733,5.2582,4.9213,4.7422,3.8723,70.962039,10.104404,6882,2.342506881,1.865263923,0.3175,1.16341698
50109,0.90829,0.77906,0.27304,0.52337,0.18827,0.0099757,0.0040972,0.0011579,8.91E-05,0,0,0,2.13E+05,3.54E+06,1.38E+07,2.92E+07,4.39E+07,4.97E+07,4.68E+07,3.46E+07,8.55E+09,2.332,5.2815,5.1839,4.8418,4.8102,4.8429,4.8631,4.9733,3.9998,73.520609,8.095875,6309,2.336459178,1.84989905,0.324755,1.1588726
50201,1.2758,0.81428,0.27505,0.53035,0.17905,0.0099314,0.0044648,0.001089,4.36E-05,2.18E-05,0,0,3.34E+05,4.66E+06,1.44E+07,2.53E+07,3.46E+07,4.09E+07,3.67E+07,3.28E+07,4.63E+09,3.8731,5.1707,5.264,5.2618,5.0366,4.9999,4.7689,4.8682,4.6368,71.537698,9.769556,6688,2.337047917,1.870244672,0.321619,1.16144598
50202,0.72407,0.77863,0.27265,0.53554,0.17595,0.010601,0.0036579,0.0015551,4.38E-05,0,0,0,2.97E+05,4.44E+06,1.49E+07,2.82E+07,3.97E+07,4.36E+07,4.61E+07,3.28E+07,6.17E+09,4.0679,5.2112,5.0678,5.1244,5.0264,4.82,4.8775,4.6467,4.4288,72.881625,9.02781,6300,2.331609176,1.845055724,0.329052,1.15050864
50203,1.0071,0.75295,0.27299,0.53069,0.18092,0.010183,0.0038159,0.0013089,6.66E-05,2.22E-05,0,0,3.30E+05,4.96E+06,1.73E+07,3.21E+07,4.32E+07,5.11E+07,4.79E+07,3.56E+07,7.37E+09,3.985,4.9992,5.2444,4.8768,5.0748,4.8438,4.6319,4.6591,4.2886,72.826711,8.949767,6347,2.333854716,1.853158593,0.341619,1.15927064
50204,1.1367,0.70597,0.27538,0.52821,0.18022,0.010891,0.004153,0.0010383,8.84E-05,2.21E-05,0,0,2.67E+05,4.18E+06,1.50E+07,2.85E+07,4.17E+07,4.72E+07,4.19E+07,3.27E+07,6.70E+09,4.4729,5.2721,5.2224,5.0177,5.0663,5.2007,4.9207,5.2757,4.7538,73.785646,8.780136,6412,2.337386037,1.860028395,0.332007,1.16182339
50205,0.73796,0.77733,0.2757,0.526,0.1826,0.010457,0.0040221,0.001174,4.35E-05,0,0,0,3.50E+05,4.97E+06,1.57E+07,2.85E+07,3.92E+07,4.30E+07,3.90E+07,2.91E+07,5.68E+09,4.198,5.2689,5.4168,5.3288,5.3398,5.2537,5.0714,5.2649,4.7591,72.115439,9.546195,6501,2.339536174,1.866240306,0.331086,1.16328621
50206,1.2625,0.81838,0.27703,0.52708,0.18018,0.010519,0.0040374,0.0010694,8.73E-05,0,0,0,3.18E+05,4.80E+06,1.61E+07,2.96E+07,3.93E+07,4.23E+07,4.08E+07,3.47E+07,7.43E+09,4.1618,5.0804,5.4531,5.2039,5.3336,5.2727,5.1362,4.5225,4.4726,72.579288,9.182554,6620,2.339249764,1.867422792,0.344077,1.15454304
50207,1.0979,0.81421,0.26835,0.53784,0.17773,0.01126,0.0037247,0.0010765,2.15E-05,0,0,0,3.45E+05,5.26E+06,1.78E+07,3.20E+07,4.55E+07,4.51E+07,4.37E+07,3.42E+07,7.37E+09,4.3424,5.1263,5.1201,5.1111,4.9814,5.2667,4.6975,4.8077,3.9792,71.376714,9.535542,6882,2.343881738,1.873647959,0.324815,1.16445112
50208,0.75281,0.81166,0.27245,0.5336,0.17774,0.010708,0.0042351,0.0012288,4.39E-05,0,0,0,2.64E+05,4.03E+06,1.34E+07,2.46E+07,3.72E+07,4.35E+07,4.12E+07,4.09E+07,5.06E+09,3.8693,5.3069,5.3103,5.0992,4.8288,5.2119,5.1001,4.8525,4.4848,72.179874,9.121308,6310,2.334334408,1.861600152,0.324232,1.15939116
50209,1.0581,0.77089,0.27361,0.53129,0.17976,0.010283,0.0037827,0.0011957,6.52E-05,0,0,0,3.72E+05,5.74E+06,1.91E+07,3.45E+07,4.86E+07,5.14E+07,4.96E+07,3.54E+07,9.39E+09,4.163,5.3746,5.2568,4.9318,4.9603,5.2061,5.0563,5.0285,4.2176,71.966905,9.289923,6590,2.33775235,1.872130351,0.338705,1.15923238
50301,1.2246,0.79958,0.27016,0.52457,0.18915,0.010403,0.0040919,0.0014796,0.00011559,2.31E-05,0,0,2.41E+05,3.93E+06,1.49E+07,2.99E+07,4.43E+07,5.32E+07,5.06E+07,4.24E+07,7.52E+09,4.445,5.2656,5.0377,5.083,4.8414,5.1055,4.9987,5.0775,4.6969,73.767939,7.842363,5387,2.323592269,1.821789717,0.344967,1.15577078
50302,0.71586,0.75986,0.26862,0.52769,0.18796,0.010312,0.004071,0.0012974,2.24E-05,2.24E-05,0,0,3.40E+05,5.15E+06,1.74E+07,3.10E+07,4.42E+07,5.27E+07,4.91E+07,4.05E+07,8.88E+09,4.1035,5.3866,5.4625,5.7153,5.4351,5.1857,5.1578,4.9308,4.0738,73.750264,8.547358,6099,2.330589288,1.847051932,0.34941,1.15540361
50303,1.0506,0.76256,0.27284,0.52214,0.1886,0.011212,0.0037372,0.0012535,0.00013928,6.96E-05,0,0,2.00E+05,3.15E+06,1.24E+07,2.57E+07,4.01E+07,4.72E+07,4.77E+07,3.62E+07,7.68E+09,4.3679,5.4419,5.1476,5.1224,4.5977,5.0297,4.8904,4.9959,4.471,74.491024,7.567436,5408,2.32080425,1.81080118,0.324649,1.14921689
50304,1.1505,0.71189,0.27273,0.52303,0.18737,0.011351,0.0040573,0.0013676,6.84E-05,2.28E-05,0,0,1.59E+05,2.64E+06,1.16E+07,2.46E+07,3.67E+07,4.07E+07,3.87E+07,3.20E+07,7.16E+09,4.3058,5.25,5.4658,5.4498,5.1135,5.2232,5.2747,5.0649,4.6938,74.495002,7.535653,5541,2.323783765,1.828992868,0.322639,1.14274299
50305,0.69613,0.80866,0.26904,0.52859,0.18594,0.011192,0.0039972,0.0011992,2.22E-05,2.22E-05,0,0,2.06E+05,3.27E+06,1.19E+07,2.39E+07,3.51E+07,4.02E+07,3.57E+07,2.70E+07,5.38E+09,4.1834,5.1996,5.5079,5.4041,5.0029,4.9044,5.04,5.0892,4.3439,72.651011,8.403669,6051,2.333131612,1.858238406,0.314594,1.14950442
50306,1.2185,0.80186,0.27391,0.52257,0.1873,0.010446,0.0045186,0.0011856,6.71E-05,0,0,0,2.09E+05,3.55E+06,1.41E+07,2.81E+07,4.28E+07,5.38E+07,4.82E+07,3.72E+07,9.24E+09,4.1355,5.1471,5.536,5.3071,5.3579,5.2905,5.061,5.0485,4.7298,73.683732,8.028715,5983,2.33356198,1.858597908,0.333688,1.15493166
50307,1.1582,1.039,0.27389,0.52876,0.18167,0.010148,0.0041212,0.0013737,4.43E-05,0,0,0,2.72E+05,4.24E+06,1.45E+07,2.75E+07,3.85E+07,4.42E+07,4.27E+07,3.07E+07,7.41E+09,4.1592,5.145,5.1414,5.0937,4.8574,4.984,4.6469,4.8562,4.3438,71.922243,8.659314,6101,2.328847906,1.849157089,0.334471,1.15113819
50308,0.78189,1.0797,0.27449,0.52791,0.18268,0.0098403,0.0037066,0.0012576,0.00011032,0,0,0,2.21E+05,3.64E+06,1.38E+07,2.69E+07,3.78E+07,4.67E+07,4.70E+07,3.73E+07,6.51E+09,4.2539,5.0042,5.5123,5.2247,5.3884,5.0541,5.1677,4.81,4.3613,71.214946,8.57302,6316,2.327264534,1.847400712,0.32354,1.150576
50309,1.172,1.0588,0.26802,0.53453,0.18146,0.010957,0.0038646,0.001032,0.00013175,0,0,0,2.50E+05,4.01E+06,1.47E+07,2.78E+07,3.97E+07,4.67E+07,4.21E+07,3.59E+07,7.75E+09,4.2278,5.3611,5.4418,5.169,4.8054,5.1766,5.0614,4.6939,4.2644,71.464122,8.612216,6138,2.332943885,1.856228836,0.327082,1.15741503
50401,1.2351,0.863,0.26301,0.53755,0.18455,0.010649,0.0029798,0.0011174,0.00010955,0,0,2.19E-05,2.76E+05,4.14E+06,1.37E+07,2.47E+07,3.39E+07,3.92E+07,3.67E+07,2.65E+07,4.44E+09,4.1903,5.2309,5.1939,4.9125,5.1553,4.7317,4.6677,5.0029,4.9514,71.149312,9.357227,6214,2.330406353,1.84099386,0.295288,1.15263426
50402,0.76067,0.85629,0.26687,0.53764,0.18043,0.010304,0.0035198,0.0011946,4.27E-05,0,0,0,3.14E+05,4.27E+06,1.28E+07,2.22E+07,2.96E+07,3.46E+07,3.19E+07,2.40E+07,4.24E+09,4.1396,5.2342,5.3568,5.1045,5.1711,5.1884,5.1003,4.8179,3.7229,69.97693,10.288752,6927,2.341849287,1.86695445,0.305615,1.15824294
50403,1.0828,0.84106,0.27003,0.53391,0.18059,0.010403,0.0036823,0.0013531,2.22E-05,2.22E-05,0,0,3.12E+05,4.70E+06,1.52E+07,2.70E+07,3.78E+07,4.41E+07,4.29E+07,3.48E+07,5.72E+09,3.8551,5.0292,5.3923,5.1131,4.8644,5.1615,4.8624,4.8153,4.3955,72.145815,9.0018,6275,2.331242646,1.85084379,0.3265,1.15732169
50404,1.1881,0.74643,0.27283,0.52719,0.18475,0.0099848,0.0039454,0.0012123,6.61E-05,2.20E-05,0,0,2.11E+05,3.12E+06,1.05E+07,1.90E+07,2.66E+07,3.10E+07,2.69E+07,2.26E+07,3.65E+09,3.9676,5.1274,5.2755,5.2624,5.2634,5.1856,5.2854,4.9394,4.7543,70.788517,9.275777,6127,2.327670717,1.855120855,0.30204,1.15585554
50405,0.86714,0.78012,0.27176,0.53043,0.18221,0.010353,0.0040153,0.0012154,2.17E-05,0,0,0,2.83E+05,4.26E+06,1.40E+07,2.52E+07,3.36E+07,3.80E+07,3.16E+07,2.54E+07,6.04E+09,4.1518,5.2543,5.3852,5.3834,5.3825,5.2041,5.108,5.1506,4.8867,71.015288,9.528951,6642,2.337159878,1.863937522,0.321671,1.15887177
50406,1.1248,0.80934,0.26281,0.53712,0.18566,0.0099576,0.0032755,0.0011355,4.37E-05,0,0,0,2.10E+05,3.09E+06,1.06E+07,2.00E+07,2.74E+07,3.12E+07,3.57E+07,2.66E+07,4.47E+09,4.2737,5.3758,5.4525,5.1698,5.1567,4.9599,4.9939,4.9388,4.7365,70.483472,9.050006,6225,2.334597778,1.861882225,0.287634,1.14898443
50407,1.1883,0.83255,0.26966,0.53326,0.18269,0.0093335,0.0036675,0.0013396,4.39E-05,0,0,0,2.59E+05,3.84E+06,1.27E+07,2.43E+07,3.38E+07,3.86E+07,3.81E+07,3.40E+07,5.07E+09,4.0054,4.8186,5.1566,4.8934,4.8728,4.8855,4.8987,4.8982,4.5606,71.024147,9.176976,6201,2.333447385,1.84926874,0.292113,1.15347362
50408,0.76946,0.79681,0.26726,0.5364,0.18152,0.0099455,0.0034393,0.0013801,6.57E-05,0,0,0,1.90E+05,2.75E+06,8.89E+06,1.61E+07,2.18E+07,2.72E+07,2.38E+07,2.04E+07,3.36E+09,3.9227,5.091,4.929,4.9169,4.9021,5.3834,4.9474,4.756,4.4078,70.486826,9.462333,6363,2.328935136,1.848354093,0.263418,1.15293896
50409,1.3288,0.7585,0.26733,0.53633,0.1812,0.0098358,0.004089,0.0011272,8.84E-05,0,0,0,3.09E+05,4.46E+06,1.43E+07,2.56E+07,3.57E+07,4.31E+07,3.93E+07,2.71E+07,5.57E+09,3.8042,5.1639,5.2137,5.1525,5.0007,5.0456,5.04,4.9205,4.4265,71.092748,9.186398,6292,2.335360614,1.856829109,0.318896,1.16466308
60101,1.4197,1.4004,0.28653,0.49874,0.19596,0.012502,0.0040486,0.0019352,0.00022917,5.09E-05,0,0,4.30E+05,6.17E+06,2.22E+07,4.70E+07,8.39E+07,1.06E+08,1.15E+08,8.32E+07,1.01E+10,3.8007,5.3411,5.4002,5.3268,5.3371,5.2351,5.1545,4.8101,4.0337,78.462397,6.212112,4458,2.295137735,1.746180218,0.438183,1.14678967
60102,1.5146,1.4805,0.27734,0.50409,0.19985,0.01277,0.0037513,0.0019527,0.00010277,0.00015416,0,0,4.92E+05,6.62E+06,2.31E+07,4.82E+07,7.52E+07,1.00E+08,1.01E+08,7.41E+07,8.84E+09,4.2163,5.1938,5.6224,5.4811,5.3822,5.1234,5.293,5.0312,4.8426,77.443603,6.314211,4402,2.287106879,1.75485902,0.426006,1.13716328
60103,1.3064,1.3354,0.28476,0.50526,0.1928,0.010876,0.0042483,0.0019178,0.00012138,2.43E-05,0,0,6.80E+05,8.17E+06,2.54E+07,4.83E+07,7.42E+07,9.34E+07,8.52E+07,6.30E+07,6.25E+09,3.9377,5.3217,5.3323,5.4114,5.0616,5.4268,5.2321,4.9858,4.7734,76.206301,7.457816,5275,2.312889406,1.79899524,0.410769,1.15433145
60104,1.1732,1.2922,0.27976,0.50643,0.19583,0.01148,0.0042647,0.002058,9.92E-05,7.44E-05,0,0,4.20E+05,5.43E+06,1.70E+07,3.25E+07,5.30E+07,6.38E+07,6.80E+07,4.80E+07,4.23E+09,3.7771,4.9189,5.2903,5.3602,5.3963,5.3261,5.2241,5.195,4.6195,77.136067,7.179343,5040,2.3064607,1.782480891,0.411367,1.16282153
60105,1.5188,1.4132,0.2872,0.50669,0.18866,0.011522,0.0040423,0.0016944,0.00014523,4.84E-05,0,0,7.14E+05,8.42E+06,2.54E+07,4.78E+07,7.50E+07,9.22E+07,9.00E+07,6.31E+07,6.37E+09,3.6423,5.1178,5.5709,5.5254,5.4065,5.2958,5.1656,5.1258,5.0084,76.574468,7.396901,4972,2.311758539,1.80562059,0.415521,1.14747524
60106,1.2765,1.3086,0.2808,0.51327,0.18757,0.01223,0.0043262,0.0017539,4.68E-05,0,0,0,6.93E+05,8.45E+06,2.63E+07,4.95E+07,7.57E+07,8.95E+07,7.28E+07,4.87E+07,6.55E+09,4.0664,5.076,5.403,5.505,5.3584,5.178,5.1437,5.4203,4.8211,76.207373,7.770327,5528,2.320599306,1.820515476,0.408282,1.15226507
60107,1.3179,1.3236,0.28071,0.50865,0.19233,0.012108,0.0040853,0.001895,0.00019688,2.46E-05,0,0,5.96E+05,7.22E+06,2.24E+07,4.39E+07,6.73E+07,8.17E+07,8.16E+07,5.87E+07,6.33E+09,3.7907,5.0855,5.1366,5.2056,5.263,5.3313,4.8819,5.1266,4.711,76.747135,7.336897,4909,2.30816949,1.790564546,0.415538,1.15521979
